case_id,case_type,num_parties,priority,judge_id,judge_idx,courtroom_id,hearing_date,hearing_duration_mins
CASE02693,Land,5,Medium,J001,0,CR01,2024-02-05,139
CASE02694,Civil,5,Medium,J006,5,CR06,2025-12-12,95
CASE02695,Family,3,Medium,J003,2,CR03,2024-03-05,111
CASE02696,Civil,3,Medium,J006,5,CR01,2024-11-05,87
CASE02697,Civil,3,Medium,J008,7,CR07,2024-04-15,79
CASE02698,Family,3,Medium,J008,7,CR01,2024-10-29,101
CASE02699,Family,3,High,J007,6,CR07,2024-04-09,67
CASE02700,Criminal,2,Medium,J006,5,CR07,2024-08-27,201
CASE02701,Civil,5,Medium,J008,7,CR01,2025-04-10,208
CASE02702,Civil,3,Medium,J006,5,CR08,2025-10-29,72
CASE02703,Constitutional,4,Medium,J002,1,CR08,2024-12-03,324
CASE02704,Commercial,8,High,J007,6,CR04,2024-04-16,250
CASE02705,Land,4,Low,J001,0,CR02,2024-07-18,86
CASE02706,Criminal,5,Medium,J006,5,CR03,2025-10-15,242
CASE02707,Criminal,5,Medium,J006,5,CR05,2024-12-30,85
CASE02708,Civil,4,Medium,J006,5,CR08,2025-04-01,107
CASE02709,Civil,3,Medium,J003,2,CR04,2024-05-21,110
CASE02710,Criminal,4,Medium,J002,1,CR01,2025-08-22,212
CASE02711,Constitutional,6,High,J006,5,CR06,2024-11-15,267
CASE02712,Family,3,Medium,J008,7,CR03,2024-05-31,102
CASE02713,Constitutional,10,Medium,J006,5,CR05,2025-09-10,251
CASE02714,Criminal,5,High,J005,4,CR05,2025-01-13,340
CASE02715,Family,2,Medium,J003,2,CR03,2024-02-29,90
CASE02716,Family,2,High,J003,2,CR01,2024-12-19,41
CASE02717,Family,2,Low,J003,2,CR04,2024-07-26,74
CASE02718,Constitutional,11,Medium,J002,1,CR06,2025-12-10,241
CASE02719,Civil,3,Medium,J006,5,CR06,2024-12-10,91
CASE02720,Family,2,Medium,J008,7,CR05,2025-03-05,41
CASE02721,Criminal,4,Medium,J005,4,CR03,2024-04-18,144
CASE02722,Civil,4,Medium,J006,5,CR01,2025-05-23,108
CASE02723,Labour,4,Medium,J003,2,CR01,2025-10-17,20
CASE02724,Criminal,7,Medium,J002,1,CR04,2025-04-23,175
CASE02725,Family,3,Medium,J008,7,CR04,2024-09-02,100
CASE02726,Criminal,2,Medium,J005,4,CR06,2025-01-20,95
CASE02727,Civil,5,High,J003,2,CR07,2024-07-08,57
CASE02728,Criminal,2,High,J002,1,CR06,2024-01-12,155
CASE02729,Criminal,6,Medium,J002,1,CR06,2024-02-01,142
CASE02730,Criminal,4,Medium,J006,5,CR02,2024-10-25,97
CASE02731,Family,2,Medium,J007,6,CR04,2025-10-09,86
CASE02732,Civil,3,Medium,J008,7,CR06,2024-02-15,125
CASE02733,Criminal,4,High,J002,1,CR04,2024-07-22,126
CASE02734,Criminal,2,High,J005,4,CR03,2024-08-13,225
CASE02735,Constitutional,11,High,J006,5,CR03,2025-07-22,306
CASE02736,Civil,2,High,J003,2,CR03,2024-01-24,155
CASE02737,Civil,3,High,J003,2,CR05,2024-01-23,115
CASE02738,Commercial,8,Medium,J007,6,CR03,2025-01-24,50
CASE02739,Civil,4,High,J001,0,CR06,2024-09-03,117
CASE02740,Civil,2,Low,J004,3,CR06,2024-06-25,65
CASE02741,Criminal,2,Medium,J006,5,CR07,2025-12-30,44
CASE02742,Criminal,2,Medium,J002,1,CR02,2024-05-28,184
CASE02743,Criminal,7,Medium,J002,1,CR04,2024-07-16,228
CASE02744,Family,3,Medium,J008,7,CR07,2024-11-22,103
CASE02745,Civil,3,High,J008,7,CR07,2025-10-14,128
CASE02746,Civil,2,Low,J003,2,CR01,2025-09-23,125
CASE02747,Civil,5,Medium,J008,7,CR04,2025-07-03,56
CASE02748,Criminal,2,High,J005,4,CR03,2024-12-02,293
CASE02749,Family,3,Low,J003,2,CR01,2025-10-07,103
CASE02750,Commercial,4,Low,J004,3,CR03,2025-06-05,153
CASE02751,Commercial,2,Medium,J007,6,CR08,2024-03-25,92
CASE02752,Criminal,7,Medium,J005,4,CR02,2024-06-21,141
CASE02753,Civil,5,Medium,J008,7,CR07,2025-10-23,71
CASE02754,Constitutional,3,Medium,J006,5,CR08,2025-06-16,207
CASE02755,Civil,3,Low,J006,5,CR03,2024-11-26,89
CASE02756,Labour,4,Medium,J007,6,CR06,2025-06-23,111
CASE02757,Criminal,3,Low,J006,5,CR08,2025-05-22,112
CASE02758,Civil,5,Medium,J006,5,CR05,2025-08-19,36
CASE02759,Land,3,Low,J004,3,CR01,2024-08-01,87
CASE02760,Civil,5,Medium,J003,2,CR04,2025-04-08,127
CASE02761,Criminal,6,Medium,J002,1,CR07,2024-08-12,91
CASE02762,Criminal,7,Medium,J005,4,CR07,2025-01-22,167
CASE02763,Commercial,4,Medium,J007,6,CR03,2024-09-18,134
CASE02764,Civil,3,Medium,J008,7,CR02,2024-03-28,167
CASE02765,Family,3,High,J007,6,CR08,2025-06-16,47
CASE02766,Land,3,Medium,J004,3,CR04,2025-08-21,124
CASE02767,Criminal,6,Medium,J002,1,CR08,2025-06-09,233
CASE02768,Land,2,Medium,J008,7,CR06,2025-03-13,66
CASE02769,Criminal,5,Medium,J005,4,CR08,2025-03-19,84
CASE02770,Land,4,Low,J004,3,CR06,2024-11-21,89
CASE02771,Criminal,5,Medium,J005,4,CR07,2024-07-03,169
CASE02772,Constitutional,3,Medium,J006,5,CR04,2025-10-23,228
CASE02773,Family,2,Medium,J003,2,CR06,2024-03-26,60
CASE02774,Criminal,2,Low,J005,4,CR02,2024-10-11,72
CASE02775,Land,5,Medium,J001,0,CR02,2024-05-02,138
CASE02776,Land,5,Medium,J001,0,CR06,2025-07-14,58
CASE02777,Family,3,Medium,J003,2,CR06,2024-12-04,83
CASE02778,Criminal,5,Low,J005,4,CR05,2025-12-01,210
CASE02779,Family,2,Medium,J007,6,CR04,2025-12-24,46
CASE02780,Civil,3,Low,J008,7,CR03,2025-07-11,158
CASE02781,Commercial,8,Medium,J004,3,CR01,2024-10-16,122
CASE02782,Land,2,Medium,J004,3,CR07,2025-02-20,120
CASE02783,Civil,5,Medium,J008,7,CR01,2025-04-29,118
CASE02784,Family,2,High,J008,7,CR03,2025-02-12,95
CASE02785,Family,2,High,J003,2,CR04,2025-05-01,110
CASE02786,Criminal,7,Medium,J002,1,CR08,2025-04-18,115
CASE02787,Civil,5,Low,J004,3,CR02,2024-07-12,117
CASE02788,Civil,3,Low,J006,5,CR07,2025-03-26,62
CASE02789,Constitutional,9,Low,J006,5,CR01,2024-05-23,215
CASE02790,Commercial,3,Medium,J007,6,CR03,2024-01-11,157
CASE02791,Civil,2,High,J006,5,CR06,2024-08-19,170
CASE02792,Family,3,Medium,J007,6,CR07,2025-12-04,109
CASE02793,Commercial,2,Medium,J004,3,CR05,2025-08-25,90
CASE02794,Civil,3,Medium,J001,0,CR01,2024-05-23,78
CASE02795,Criminal,5,High,J002,1,CR06,2025-08-05,211
CASE02796,Criminal,2,Medium,J006,5,CR07,2024-07-29,187
CASE02797,Civil,2,Medium,J006,5,CR02,2025-07-02,97
CASE02798,Civil,2,Low,J006,5,CR04,2025-05-02,76
CASE02799,Civil,4,Low,J001,0,CR06,2025-08-07,89
CASE02800,Criminal,2,Medium,J005,4,CR05,2024-06-25,85
CASE02801,Civil,2,Medium,J001,0,CR03,2025-09-10,83
CASE02802,Family,3,Medium,J007,6,CR01,2024-07-11,87
CASE02803,Family,2,Medium,J003,2,CR02,2025-01-31,99
CASE02804,Civil,4,Medium,J004,3,CR04,2024-08-27,74
CASE02805,Criminal,6,Medium,J005,4,CR02,2025-04-11,268
CASE02806,Civil,4,Low,J001,0,CR06,2024-06-25,69
CASE02807,Family,3,High,J007,6,CR07,2025-02-05,163
CASE02808,Criminal,6,Medium,J002,1,CR02,2024-05-13,140
CASE02809,Civil,5,Low,J008,7,CR07,2025-05-05,116
CASE02810,Civil,5,Low,J001,0,CR07,2024-07-31,112
CASE02811,Criminal,4,Medium,J002,1,CR04,2024-11-14,133
CASE02812,Civil,2,High,J006,5,CR08,2024-06-12,117
CASE02813,Constitutional,10,Medium,J006,5,CR04,2025-05-30,337
CASE02814,Civil,2,High,J006,5,CR05,2024-07-26,91
CASE02815,Commercial,5,Medium,J001,0,CR03,2025-04-02,125
CASE02816,Criminal,4,Low,J002,1,CR07,2025-09-12,154
CASE02817,Land,3,Low,J001,0,CR06,2025-08-06,113
CASE02818,Commercial,2,Medium,J004,3,CR08,2025-08-13,46
CASE02819,Civil,3,Low,J001,0,CR02,2024-10-22,92
CASE02820,Civil,5,Medium,J006,5,CR06,2025-12-19,119
CASE02821,Criminal,3,Medium,J006,5,CR05,2025-02-05,103
CASE02822,Constitutional,10,Medium,J002,1,CR07,2024-09-13,229
CASE02823,Civil,2,Low,J003,2,CR07,2025-04-14,87
CASE02824,Commercial,8,High,J004,3,CR03,2025-12-17,209
CASE02825,Land,5,Medium,J008,7,CR02,2025-02-07,116
CASE02826,Commercial,6,Medium,J007,6,CR01,2024-09-03,121
CASE02827,Civil,4,Low,J003,2,CR05,2025-10-06,124
CASE02828,Labour,2,Medium,J007,6,CR05,2025-11-14,118
CASE02829,Criminal,6,Medium,J002,1,CR04,2025-05-21,195
CASE02830,Commercial,8,High,J004,3,CR02,2025-01-13,71
CASE02831,Family,3,Medium,J003,2,CR02,2025-02-24,57
CASE02832,Family,2,High,J007,6,CR03,2024-09-16,77
CASE02833,Civil,5,Medium,J003,2,CR01,2024-01-29,29
CASE02834,Civil,2,Medium,J001,0,CR08,2024-12-18,107
CASE02835,Labour,2,Medium,J007,6,CR07,2024-07-19,71
CASE02836,Family,3,High,J007,6,CR01,2024-01-12,34
CASE02837,Civil,4,Medium,J004,3,CR02,2024-05-20,146
CASE02838,Family,2,Medium,J007,6,CR08,2025-05-12,34
CASE02839,Family,2,Medium,J007,6,CR02,2024-03-26,106
CASE02840,Civil,5,High,J008,7,CR04,2025-03-25,59
CASE02841,Civil,4,Low,J003,2,CR08,2024-06-24,164
CASE02842,Commercial,7,Medium,J001,0,CR02,2024-07-01,171
CASE02843,Criminal,6,High,J005,4,CR02,2025-07-02,160
CASE02844,Civil,5,Medium,J006,5,CR03,2024-03-21,122
CASE02845,Criminal,4,Medium,J006,5,CR01,2025-11-25,302
CASE02846,Civil,3,Medium,J004,3,CR03,2025-03-28,94
CASE02847,Commercial,9,High,J004,3,CR03,2024-02-06,131
CASE02848,Constitutional,7,Medium,J002,1,CR08,2025-12-15,285
CASE02849,Civil,5,Medium,J001,0,CR02,2025-02-04,63
CASE02850,Commercial,8,Medium,J007,6,CR05,2025-03-31,124
CASE02851,Civil,5,Medium,J001,0,CR01,2024-02-20,153
CASE02852,Criminal,2,Medium,J005,4,CR04,2024-09-13,213
CASE02853,Land,4,Low,J004,3,CR04,2024-07-24,80
CASE02854,Civil,5,Low,J001,0,CR01,2024-01-30,114
CASE02855,Land,3,High,J001,0,CR06,2024-07-16,177
CASE02856,Criminal,5,Medium,J006,5,CR02,2024-08-14,174
CASE02857,Land,3,Low,J001,0,CR03,2024-06-21,93
CASE02858,Family,3,Medium,J003,2,CR07,2025-06-09,70
CASE02859,Civil,4,Medium,J001,0,CR06,2024-11-27,125
CASE02860,Commercial,7,Medium,J007,6,CR04,2025-10-02,88
CASE02861,Land,3,Medium,J001,0,CR07,2024-08-26,177
CASE02862,Family,2,Low,J003,2,CR02,2025-01-01,81
CASE02863,Criminal,5,Medium,J005,4,CR03,2024-01-17,175
CASE02864,Civil,4,Low,J006,5,CR06,2025-02-03,60
CASE02865,Family,3,Low,J003,2,CR08,2024-08-14,96
CASE02866,Commercial,6,Low,J001,0,CR05,2025-10-28,146
CASE02867,Civil,4,Medium,J008,7,CR06,2024-02-15,103
CASE02868,Family,2,Medium,J003,2,CR04,2025-02-25,95
CASE02869,Land,4,Medium,J004,3,CR08,2024-04-15,109
CASE02870,Constitutional,8,Medium,J002,1,CR05,2024-04-08,210
CASE02871,Constitutional,5,Low,J006,5,CR07,2025-11-26,203
CASE02872,Civil,4,Low,J003,2,CR06,2025-10-13,88
CASE02873,Civil,5,Low,J004,3,CR08,2024-03-11,89
CASE02874,Civil,5,Medium,J004,3,CR01,2025-09-16,143
CASE02875,Civil,2,High,J008,7,CR08,2025-01-27,81
CASE02876,Civil,3,Medium,J008,7,CR04,2025-08-25,92
CASE02877,Civil,4,Low,J001,0,CR04,2024-01-23,74
CASE02878,Land,2,Medium,J008,7,CR02,2024-11-13,97
CASE02879,Civil,4,Medium,J003,2,CR07,2024-05-21,116
CASE02880,Commercial,6,Medium,J004,3,CR08,2024-10-31,114
CASE02881,Commercial,3,Low,J001,0,CR03,2025-01-20,29
CASE02882,Civil,2,Medium,J003,2,CR01,2025-09-05,52
CASE02883,Commercial,7,High,J004,3,CR06,2024-11-22,101
CASE02884,Civil,3,Medium,J001,0,CR07,2024-10-23,117
CASE02885,Family,3,Medium,J003,2,CR04,2024-12-06,113
CASE02886,Civil,4,Medium,J004,3,CR04,2024-07-30,92
CASE02887,Civil,5,Low,J008,7,CR01,2025-11-12,87
CASE02888,Family,3,Medium,J003,2,CR04,2025-09-15,46
CASE02889,Criminal,3,Low,J005,4,CR06,2025-10-07,151
CASE02890,Commercial,5,Medium,J001,0,CR02,2025-05-19,124
CASE02891,Civil,4,Medium,J001,0,CR04,2024-07-29,119
CASE02892,Family,2,High,J003,2,CR02,2024-06-27,87
CASE02893,Labour,3,Medium,J007,6,CR04,2024-08-30,94
CASE02894,Criminal,4,Medium,J006,5,CR02,2025-03-13,154
CASE02895,Family,2,Medium,J008,7,CR08,2024-11-15,20
CASE02896,Constitutional,10,Low,J002,1,CR04,2025-03-11,349
CASE02897,Civil,2,Low,J003,2,CR04,2024-11-07,129
CASE02898,Criminal,5,Medium,J005,4,CR08,2025-10-13,174
CASE02899,Criminal,6,Medium,J002,1,CR05,2025-05-08,186
CASE02900,Family,3,Low,J003,2,CR06,2025-02-12,88
CASE02901,Constitutional,9,Low,J006,5,CR03,2025-04-28,205
CASE02902,Criminal,3,Medium,J005,4,CR07,2025-06-02,187
CASE02903,Commercial,3,Low,J007,6,CR07,2025-05-09,77
CASE02904,Civil,4,High,J001,0,CR07,2025-03-14,128
CASE02905,Constitutional,5,High,J002,1,CR05,2025-09-02,211
CASE02906,Civil,2,Medium,J008,7,CR03,2025-07-21,143
CASE02907,Land,2,High,J008,7,CR03,2025-04-10,161
CASE02908,Civil,3,Medium,J004,3,CR07,2025-07-30,103
CASE02909,Family,2,High,J008,7,CR08,2024-03-15,91
CASE02910,Criminal,5,Medium,J005,4,CR03,2024-01-15,127
CASE02911,Commercial,5,Low,J007,6,CR06,2025-05-19,64
CASE02912,Civil,3,High,J006,5,CR07,2025-01-29,83
CASE02913,Commercial,6,Low,J004,3,CR05,2025-08-26,41
CASE02914,Criminal,7,Medium,J002,1,CR07,2024-05-08,245
CASE02915,Land,3,Medium,J004,3,CR03,2024-07-18,74
CASE02916,Civil,2,Medium,J006,5,CR05,2024-12-23,105
CASE02917,Civil,2,Medium,J008,7,CR08,2025-10-13,90
CASE02918,Land,2,Medium,J008,7,CR06,2025-12-15,38
CASE02919,Constitutional,3,Low,J002,1,CR07,2025-03-11,139
CASE02920,Civil,2,Medium,J003,2,CR04,2025-05-05,116
CASE02921,Civil,4,High,J001,0,CR06,2025-10-09,100
CASE02922,Commercial,8,Medium,J007,6,CR01,2025-12-16,70
CASE02923,Criminal,3,Medium,J006,5,CR03,2024-09-25,166
CASE02924,Criminal,6,Medium,J006,5,CR08,2024-05-31,176
CASE02925,Constitutional,8,High,J006,5,CR04,2025-09-09,403
CASE02926,Family,2,High,J008,7,CR03,2024-04-30,78
CASE02927,Family,2,High,J003,2,CR07,2025-02-12,116
CASE02928,Criminal,4,Medium,J006,5,CR02,2025-03-10,163
CASE02929,Family,3,Medium,J003,2,CR07,2024-09-16,43
CASE02930,Commercial,6,Medium,J007,6,CR05,2025-05-28,130
CASE02931,Criminal,7,Medium,J006,5,CR07,2024-11-12,282
CASE02932,Land,4,Low,J008,7,CR07,2024-04-02,119
CASE02933,Land,2,Medium,J001,0,CR06,2024-05-27,138
CASE02934,Civil,2,Medium,J004,3,CR04,2025-02-12,87
CASE02935,Family,3,Medium,J008,7,CR05,2024-01-08,90
CASE02936,Commercial,7,Medium,J001,0,CR08,2024-01-03,165
CASE02937,Land,2,Medium,J001,0,CR02,2025-12-15,114
CASE02938,Civil,2,High,J006,5,CR07,2024-10-23,79
CASE02939,Criminal,5,High,J006,5,CR07,2024-06-24,226
CASE02940,Civil,5,Medium,J003,2,CR06,2024-07-10,125
CASE02941,Land,5,Medium,J008,7,CR03,2024-07-22,91
CASE02942,Commercial,6,Medium,J004,3,CR03,2025-05-30,47
CASE02943,Criminal,3,Medium,J002,1,CR08,2025-08-04,92
CASE02944,Commercial,5,Medium,J001,0,CR03,2024-07-25,135
CASE02945,Civil,5,High,J001,0,CR03,2024-07-16,135
CASE02946,Civil,4,High,J004,3,CR07,2025-03-28,88
CASE02947,Criminal,4,High,J006,5,CR02,2025-10-14,116
CASE02948,Criminal,3,Low,J002,1,CR02,2024-10-28,253
CASE02949,Constitutional,6,High,J002,1,CR07,2024-05-08,168
CASE02950,Commercial,7,High,J004,3,CR02,2024-12-17,194
CASE02951,Constitutional,5,High,J002,1,CR04,2025-05-05,184
CASE02952,Family,2,Medium,J007,6,CR02,2024-01-11,87
CASE02953,Family,3,Medium,J003,2,CR05,2024-01-09,47
CASE02954,Criminal,5,Low,J006,5,CR01,2024-04-10,127
CASE02955,Criminal,5,High,J002,1,CR01,2025-01-20,169
CASE02956,Constitutional,2,Medium,J006,5,CR08,2025-04-30,178
CASE02957,Labour,4,Medium,J005,4,CR07,2024-12-11,79
CASE02958,Civil,4,Low,J004,3,CR06,2024-11-19,99
CASE02959,Criminal,3,High,J002,1,CR06,2025-11-13,276
CASE02960,Criminal,7,Medium,J005,4,CR07,2025-09-18,145
CASE02961,Criminal,6,Low,J002,1,CR06,2024-12-05,130
CASE02962,Family,2,High,J003,2,CR01,2025-12-17,72
CASE02963,Criminal,2,Low,J005,4,CR03,2025-09-09,144
CASE02964,Commercial,3,Low,J001,0,CR05,2025-12-18,113
CASE02965,Criminal,3,Low,J002,1,CR06,2025-04-08,70
CASE02966,Family,2,Medium,J008,7,CR08,2025-06-12,48
CASE02967,Criminal,5,High,J005,4,CR04,2024-01-05,330
CASE02968,Civil,4,Medium,J004,3,CR01,2025-11-26,73
CASE02969,Criminal,2,Medium,J005,4,CR04,2025-05-12,146
CASE02970,Constitutional,6,High,J006,5,CR02,2024-12-23,296
CASE02971,Family,2,Medium,J007,6,CR08,2025-11-06,20
CASE02972,Civil,5,Medium,J001,0,CR07,2024-10-28,108
CASE02973,Constitutional,9,Medium,J002,1,CR03,2025-06-17,307
CASE02974,Family,2,Medium,J008,7,CR01,2024-11-05,118
CASE02975,Commercial,7,Medium,J007,6,CR08,2025-04-02,244
CASE02976,Civil,2,Medium,J001,0,CR08,2025-11-10,79
CASE02977,Commercial,6,High,J007,6,CR04,2024-08-05,54
CASE02978,Commercial,2,High,J001,0,CR02,2024-04-19,119
CASE02979,Constitutional,3,Medium,J006,5,CR01,2024-06-14,255
CASE02980,Civil,2,High,J004,3,CR07,2024-10-15,99
CASE02981,Civil,3,Medium,J003,2,CR05,2025-11-13,153
CASE02982,Criminal,6,Low,J005,4,CR02,2025-11-13,177
CASE02983,Constitutional,8,Medium,J002,1,CR08,2024-04-03,230
CASE02984,Labour,3,High,J007,6,CR06,2025-08-13,89
CASE02985,Criminal,2,Medium,J006,5,CR02,2025-10-22,139
CASE02986,Family,3,Medium,J007,6,CR07,2025-10-20,74
CASE02987,Land,2,Medium,J008,7,CR07,2024-08-27,73
CASE02988,Constitutional,4,High,J002,1,CR05,2024-04-29,300
CASE02989,Civil,5,Low,J004,3,CR02,2024-04-25,66
CASE02990,Family,3,Medium,J003,2,CR06,2024-07-12,92
CASE02991,Family,3,High,J008,7,CR02,2025-08-14,121
CASE02992,Family,2,High,J008,7,CR01,2024-11-15,26
CASE02993,Commercial,7,Medium,J001,0,CR04,2025-03-10,143
CASE02994,Land,3,Medium,J004,3,CR06,2025-11-27,171
CASE02995,Commercial,2,High,J001,0,CR04,2024-01-11,115
CASE02996,Criminal,6,Medium,J006,5,CR08,2024-11-20,172
CASE02997,Criminal,5,Low,J002,1,CR05,2024-08-13,203
CASE02998,Criminal,7,High,J005,4,CR08,2024-05-31,201
CASE02999,Civil,4,Medium,J008,7,CR05,2024-05-30,94
CASE03000,Criminal,4,High,J006,5,CR01,2024-11-13,223
CASE03001,Criminal,6,High,J006,5,CR02,2024-10-08,224
CASE03002,Civil,3,Medium,J008,7,CR08,2025-10-09,123
CASE03003,Commercial,7,Medium,J001,0,CR08,2025-12-23,245
CASE03004,Labour,2,High,J005,4,CR01,2024-06-06,115
CASE03005,Civil,3,Medium,J003,2,CR04,2025-12-19,138
CASE03006,Family,2,Medium,J008,7,CR01,2024-07-03,41
CASE03007,Constitutional,11,High,J006,5,CR07,2025-11-07,285
CASE03008,Criminal,6,Medium,J002,1,CR01,2025-07-16,119
CASE03009,Land,2,Medium,J004,3,CR06,2025-11-26,170
CASE03010,Constitutional,8,Medium,J006,5,CR06,2025-02-05,280
CASE03011,Family,2,Medium,J007,6,CR02,2025-06-25,71
CASE03012,Constitutional,4,Medium,J006,5,CR05,2025-12-15,220
CASE03013,Civil,3,High,J003,2,CR07,2024-04-10,90
CASE03014,Civil,4,Medium,J003,2,CR06,2025-08-18,126
CASE03015,Land,4,Low,J001,0,CR05,2025-04-14,76
CASE03016,Criminal,4,Low,J006,5,CR03,2025-08-15,137
CASE03017,Civil,3,Low,J003,2,CR08,2024-05-29,115
CASE03018,Civil,4,Medium,J003,2,CR04,2025-10-29,119
CASE03019,Criminal,3,Medium,J002,1,CR06,2025-08-13,102
CASE03020,Civil,5,Low,J001,0,CR03,2025-01-21,145
CASE03021,Family,3,Low,J007,6,CR03,2024-02-28,40
CASE03022,Constitutional,3,Low,J002,1,CR06,2025-05-01,120
CASE03023,Civil,3,Medium,J003,2,CR01,2024-05-01,62
CASE03024,Constitutional,3,Low,J006,5,CR07,2025-02-18,287
CASE03025,Commercial,2,Low,J001,0,CR01,2024-05-02,75
CASE03026,Civil,3,Medium,J003,2,CR07,2025-05-16,83
CASE03027,Constitutional,10,Low,J006,5,CR03,2025-10-31,127
CASE03028,Land,4,Medium,J008,7,CR07,2025-12-10,94
CASE03029,Land,5,High,J008,7,CR02,2025-10-28,158
CASE03030,Family,3,Medium,J007,6,CR05,2025-10-10,111
CASE03031,Criminal,3,Medium,J006,5,CR08,2024-05-03,131
CASE03032,Civil,3,Medium,J001,0,CR02,2025-05-16,91
CASE03033,Criminal,7,Medium,J006,5,CR04,2024-01-25,210
CASE03034,Civil,5,Low,J008,7,CR08,2024-10-08,107
CASE03035,Criminal,3,Medium,J006,5,CR02,2024-07-05,138
CASE03036,Criminal,4,High,J005,4,CR08,2025-10-23,132
CASE03037,Civil,2,Medium,J006,5,CR05,2024-05-09,102
CASE03038,Land,2,Low,J001,0,CR06,2024-03-07,126
CASE03039,Constitutional,6,Medium,J002,1,CR07,2025-12-19,309
CASE03040,Land,3,High,J001,0,CR07,2025-07-24,85
CASE03041,Criminal,2,High,J006,5,CR08,2024-03-07,95
CASE03042,Civil,5,Medium,J008,7,CR02,2024-08-01,93
CASE03043,Civil,3,High,J001,0,CR03,2024-07-04,134
CASE03044,Criminal,7,Low,J002,1,CR08,2024-11-18,111
CASE03045,Civil,4,Medium,J001,0,CR01,2025-08-12,153
CASE03046,Civil,5,Medium,J003,2,CR03,2025-07-30,91
CASE03047,Land,4,Medium,J004,3,CR01,2024-03-28,60
CASE03048,Labour,4,Medium,J003,2,CR05,2025-01-08,163
CASE03049,Civil,5,Medium,J008,7,CR03,2025-03-10,80
CASE03050,Civil,4,High,J001,0,CR04,2024-11-04,121
CASE03051,Civil,5,Medium,J001,0,CR05,2025-11-06,56
CASE03052,Commercial,6,High,J007,6,CR08,2024-05-24,125
CASE03053,Civil,3,Medium,J008,7,CR08,2025-06-20,122
CASE03054,Civil,2,High,J004,3,CR04,2024-04-12,136
CASE03055,Criminal,4,High,J006,5,CR01,2024-02-08,120
CASE03056,Criminal,6,Medium,J002,1,CR03,2024-08-09,209
CASE03057,Commercial,5,Medium,J001,0,CR04,2025-08-29,207
CASE03058,Criminal,4,Medium,J005,4,CR05,2025-09-30,212
CASE03059,Family,3,Medium,J007,6,CR02,2025-07-18,66
CASE03060,Civil,5,High,J004,3,CR05,2025-10-28,134
CASE03061,Land,5,Medium,J001,0,CR07,2024-03-27,136
CASE03062,Civil,2,Medium,J004,3,CR07,2024-05-27,114
CASE03063,Constitutional,7,Medium,J002,1,CR02,2025-10-07,232
CASE03064,Civil,4,Low,J004,3,CR04,2025-01-17,110
CASE03065,Civil,5,Medium,J008,7,CR03,2025-03-06,144
CASE03066,Land,4,Low,J001,0,CR06,2025-03-21,138
CASE03067,Civil,3,High,J006,5,CR01,2025-09-11,103
CASE03068,Civil,3,High,J003,2,CR02,2024-10-04,124
CASE03069,Commercial,2,Medium,J001,0,CR02,2025-12-02,106
CASE03070,Commercial,9,Medium,J007,6,CR07,2024-12-04,172
CASE03071,Criminal,6,Medium,J006,5,CR02,2025-01-07,195
CASE03072,Commercial,2,Medium,J004,3,CR05,2024-05-30,171
CASE03073,Constitutional,11,Medium,J002,1,CR05,2024-01-12,190
CASE03074,Civil,2,Medium,J001,0,CR07,2024-08-16,123
CASE03075,Labour,4,High,J005,4,CR02,2024-05-07,120
CASE03076,Commercial,8,Low,J001,0,CR05,2025-08-26,100
CASE03077,Land,5,High,J004,3,CR02,2025-06-26,195
CASE03078,Civil,4,Medium,J004,3,CR05,2025-09-15,108
CASE03079,Commercial,9,Medium,J001,0,CR01,2024-06-24,261
CASE03080,Land,2,High,J004,3,CR07,2024-07-05,64
CASE03081,Criminal,7,Medium,J005,4,CR07,2024-09-23,260
CASE03082,Commercial,8,Low,J001,0,CR03,2025-11-05,127
CASE03083,Commercial,6,Low,J001,0,CR03,2025-01-23,122
CASE03084,Civil,5,High,J008,7,CR05,2025-10-17,124
CASE03085,Criminal,2,Medium,J005,4,CR04,2025-11-26,183
CASE03086,Land,4,Low,J008,7,CR07,2025-12-25,93
CASE03087,Commercial,7,Medium,J004,3,CR03,2025-03-26,210
CASE03088,Commercial,2,Low,J004,3,CR08,2025-05-30,93
CASE03089,Commercial,2,Medium,J004,3,CR05,2025-06-18,112
CASE03090,Civil,3,High,J003,2,CR05,2025-10-13,123
CASE03091,Commercial,9,Medium,J001,0,CR05,2025-02-21,67
CASE03092,Family,3,Low,J007,6,CR02,2024-03-20,46
CASE03093,Civil,5,Low,J003,2,CR02,2024-06-19,121
CASE03094,Criminal,6,Medium,J006,5,CR01,2024-03-28,190
CASE03095,Criminal,2,High,J006,5,CR05,2025-07-22,153
CASE03096,Criminal,3,Medium,J005,4,CR01,2025-03-11,129
CASE03097,Family,2,Medium,J008,7,CR03,2025-05-07,74
CASE03098,Criminal,4,Medium,J005,4,CR02,2025-02-20,96
CASE03099,Criminal,3,Medium,J002,1,CR04,2024-01-09,215
CASE03100,Family,3,High,J008,7,CR07,2025-07-02,126
CASE03101,Commercial,5,Low,J007,6,CR06,2025-06-25,88
CASE03102,Civil,2,Medium,J008,7,CR01,2024-08-19,117
CASE03103,Family,3,Medium,J003,2,CR02,2024-05-17,52
CASE03104,Civil,4,High,J008,7,CR06,2024-02-23,126
CASE03105,Civil,2,Low,J006,5,CR08,2025-01-24,55
CASE03106,Civil,2,High,J003,2,CR06,2024-04-26,149
